广东👉港澳台,#genre#
揭东综合.576,http://www.namewee.xyz/gudou.php?id=jiedongzonghe
广东综艺4K,http://www.namewee.xyz/gudou.php?id=GDZYHD4K_38000
G导视高清,http://www.namewee.xyz/gudou.php?id=GHDdaoshi_7500
翡翠台,http://www.namewee.xyz/gudou.php?id=1350_4500
明珠台,http://www.namewee.xyz/gudou.php?id=1351_4500
澳视澳门,http://www.namewee.xyz/gudou.php?id=1352_4500
凤凰中文.576,http://www.namewee.xyz/gudou.php?id=fhzw_1500
星空卫视.576,http://www.namewee.xyz/gudou.php?id=xingkong_1500
澳亚卫视.576,http://www.namewee.xyz/gudou.php?id=aoya_1500
广东珠江,http://www.namewee.xyz/gudou.php?id=gdzhujiangHD_7500
广东体育,http://www.namewee.xyz/gudou.php?id=1413
广东新闻,http://www.namewee.xyz/gudou.php?id=1454
广东民生,http://www.namewee.xyz/gudou.php?id=1455
广东经济科教,http://www.namewee.xyz/gudou.php?id=GDjingjikejiaoHD_7000
大湾区卫视,http://www.namewee.xyz/gudou.php?id=1456
广东影视,http://www.namewee.xyz/gudou.php?id=1458
嘉佳卡通,http://www.namewee.xyz/gudou.php?id=1459
广东少儿,http://www.namewee.xyz/gudou.php?id=1457
岭南戏曲,http://www.namewee.xyz/gudou.php?id=1460
广州综合,http://www.namewee.xyz/gudou.php?id=gzhounewsHD
广州新闻,http://www.namewee.xyz/gudou.php?id=gzhouzongheHD
广州影视,http://www.namewee.xyz/gudou.php?id=gzcompetitiongaoqing
广州竞赛,http://www.namewee.xyz/gudou.php?id=gzfilmsgaoqing
广州法治.576,http://www.namewee.xyz/gudou.php?id=gzeconomic_1500
增城台,http://www.namewee.xyz/gudou.php?id=2079
东莞新闻综合,http://www.namewee.xyz/gudou.php?id=2121
东莞生活资讯,http://www.namewee.xyz/gudou.php?id=2122
佛山综合,http://www.namewee.xyz/gudou.php?id=foshanzongheHD_4500
佛山公共,http://www.namewee.xyz/gudou.php?id=foshangonggongHD_4500
佛山影视,http://www.namewee.xyz/gudou.php?id=foshanyingshiHD_4500
南海综合,http://www.namewee.xyz/gudou.php?id=nanhaiHD_4500
顺德综合,http://www.namewee.xyz/gudou.php?id=shundeHD_4500
珠海1,http://www.namewee.xyz/gudou.php?id=zhuhaiHD1_4500
珠海2,http://www.namewee.xyz/gudou.php?id=zhuhaiHD2_4500
斗门融媒,http://www.namewee.xyz/gudou.php?id=2207
惠州1,http://www.namewee.xyz/gudou.php?id=2314
惠州2,http://www.namewee.xyz/gudou.php?id=2316
博罗综合,http://www.namewee.xyz/gudou.php?id=2305
惠东综合,http://www.namewee.xyz/gudou.php?id=huidongHD
惠阳台.576,http://www.namewee.xyz/gudou.php?id=huiyangtai
中山综合,http://www.namewee.xyz/gudou.php?id=3665
中山香山文化,http://www.namewee.xyz/gudou.php?id=3663
中山教育,http://www.namewee.xyz/gudou.php?id=3664
江门综合,http://www.namewee.xyz/gudou.php?id=jiangmenzongheHD
江门侨乡生活.576,http://www.namewee.xyz/gudou.php?id=jiangmenyitao_1500
鹤山综合,http://www.namewee.xyz/gudou.php?id=3709
新会综合.576,http://www.namewee.xyz/gudou.php?id=xinhui_1500
茂名综合,http://www.namewee.xyz/gudou.php?id=3012_4500
茂名文化生活,http://www.namewee.xyz/gudou.php?id=3013_4500
信宜台,http://www.namewee.xyz/gudou.php?id=xinyigaoqing
化州综合.360,http://www.namewee.xyz/gudou.php?id=huazhoutai
云浮综合,http://www.namewee.xyz/gudou.php?id=yunfuzongheHD_4500
云浮文旅.576,http://www.namewee.xyz/gudou.php?id=yunfuertao_1500
河源综合,http://www.namewee.xyz/gudou.php?id=heyuanzongheHD_4500
河源公共.576,http://www.namewee.xyz/gudou.php?id=heyuanertao_1500
清远新闻综合,http://www.namewee.xyz/gudou.php?id=qingyuanzongheHD
清远文旅生活.576,http://www.namewee.xyz/gudou.php?id=qingyuangongong_1500
佛冈综合.576,http://www.namewee.xyz/gudou.php?id=2405
英德综合.360,http://www.namewee.xyz/gudou.php?id=yingdezonghe
汕尾新闻综合,http://www.namewee.xyz/gudou.php?id=shanweizongheHD
汕尾文化生活,http://www.namewee.xyz/gudou.php?id=shanweigonggongHD
廉江综合-1,http://www.namewee.xyz/gudou.php?id=3209
廉江综合-2,http://www.namewee.xyz/gudou.php?id=3210
湛江综合.576,http://www.namewee.xyz/gudou.php?id=zhanjiangzonghe_1500
湛江公共.576,http://www.namewee.xyz/gudou.php?id=zhanjianggonggong_1500
韶关新闻综合.576,http://www.namewee.xyz/gudou.php?id=shaoguanzonghe_1500
韶关绿色生活.576,http://www.namewee.xyz/gudou.php?id=shaoguangonggong_1500
始兴综合.576,http://www.namewee.xyz/gudou.php?id=2641
肇庆综合.576,http://www.namewee.xyz/gudou.php?id=zhaoqingyitao_1500
肇庆生活服务.576,http://www.namewee.xyz/gudou.php?id=zhaoqingertao_1500
怀集综合.576,http://www.namewee.xyz/gudou.php?id=2805_2000
CCTV4K,http://www.namewee.xyz/gudou.php?id=4005
CCTV16-4K,http://www.namewee.xyz/gudou.php?id=4010
CCTV1,http://www.namewee.xyz/gudou.php?id=1402_4500
CCTV2,http://www.namewee.xyz/gudou.php?id=CCTV2HD_7000
CCTV3,http://www.namewee.xyz/gudou.php?id=1603
CCTV4,http://www.namewee.xyz/gudou.php?id=1604
CCTV5,http://www.namewee.xyz/gudou.php?id=1605
CCTV5+,http://www.namewee.xyz/gudou.php?id=1403
CCTV6,http://www.namewee.xyz/gudou.php?id=1606
CCTV7,http://www.namewee.xyz/gudou.php?id=1607
CCTV8,http://www.namewee.xyz/gudou.php?id=1608
CCTV9,http://www.namewee.xyz/gudou.php?id=CCTV9HD_7000
CCTV10,http://www.namewee.xyz/gudou.php?id=1610
CCTV11,http://www.namewee.xyz/gudou.php?id=CCTV-11HD_7500
CCTV12,http://www.namewee.xyz/gudou.php?id=CCTV12HD_7000
CCTV13,http://www.namewee.xyz/gudou.php?id=1613
CCTV14,http://www.namewee.xyz/gudou.php?id=CCTV14HD_7000
CCTV15,http://www.namewee.xyz/gudou.php?id=CCTV-15HD_7500
CCTV16,http://www.namewee.xyz/gudou.php?id=1617_4500
CCTV17,http://www.namewee.xyz/gudou.php?id=CCTV17HD
CGTN.576,http://www.namewee.xyz/gudou.php?id=CCTV15news_1500
广东卫视,http://www.namewee.xyz/gudou.php?id=1401
深圳卫视,http://www.namewee.xyz/gudou.php?id=shenzhenHD_7000
东方卫视,http://www.namewee.xyz/gudou.php?id=dongfangHD_7000
北京卫视,http://www.namewee.xyz/gudou.php?id=beijingHD_7000
湖南卫视,http://www.namewee.xyz/gudou.php?id=hunanHD_7000
江西卫视,http://www.namewee.xyz/gudou.php?id=jiangxiHD_7000
四川卫视,http://www.namewee.xyz/gudou.php?id=sichuanHD_7000
江苏卫视,http://www.namewee.xyz/gudou.php?id=jiangsuHD_7000
浙江卫视,http://www.namewee.xyz/gudou.php?id=zhejiangHD_7000
天津卫视,http://www.namewee.xyz/gudou.php?id=1415_4500
河北卫视,http://www.namewee.xyz/gudou.php?id=1426_4500
重庆卫视,http://www.namewee.xyz/gudou.php?id=chongqingHD_7000
贵州卫视,http://www.namewee.xyz/gudou.php?id=guizhouHD_7000
辽宁卫视,http://www.namewee.xyz/gudou.php?id=liaoningHD_7000
湖北卫视,http://www.namewee.xyz/gudou.php?id=hubeiHD_7000
安徽卫视,http://www.namewee.xyz/gudou.php?id=anhuiHD_7000
黑龙江卫视,http://www.namewee.xyz/gudou.php?id=heilongjiangHD_7000
吉林卫视,http://www.namewee.xyz/gudou.php?id=jilinHD
海南卫视,http://www.namewee.xyz/gudou.php?id=1451_4500
三沙卫视,http://www.namewee.xyz/gudou.php?id=1453
陕西卫视,http://www.namewee.xyz/gudou.php?id=1452_4500
东南卫视,http://www.namewee.xyz/gudou.php?id=dongnanweishiHD
山东卫视,http://www.namewee.xyz/gudou.php?id=1416_4500
河南卫视,http://www.namewee.xyz/gudou.php?id=henangaoqing_3000
广西卫视,http://www.namewee.xyz/gudou.php?id=guangxi
梨园频道,http://www.namewee.xyz/gudou.php?id=1937
武术世界,http://www.namewee.xyz/gudou.php?id=1938
文物宝库,http://www.namewee.xyz/gudou.php?id=1939
金色学堂,http://www.namewee.xyz/gudou.php?id=1940
东方财经,http://www.namewee.xyz/gudou.php?id=1941
CHC高清电影,http://www.namewee.xyz/gudou.php?id=CHCHD_7000
都市剧场,http://www.namewee.xyz/gudou.php?id=dushijuchangHD_7000
乐游,http://www.namewee.xyz/gudou.php?id=quanjishiHD_7000
求索纪录,http://www.namewee.xyz/gudou.php?id=QSJLHD_7000
求索科学,http://www.namewee.xyz/gudou.php?id=qiusuokexueHD_7000
求索动物,http://www.namewee.xyz/gudou.php?id=QSDWHD_7000
求索生活,http://www.namewee.xyz/gudou.php?id=1612
魅力足球,http://www.namewee.xyz/gudou.php?id=meiliyinyueHD_7000
劲爆体育,http://www.namewee.xyz/gudou.php?id=jinbaotiyuHD_7000
新视觉,http://www.namewee.xyz/gudou.php?id=xinshijuegaoqing
游戏风云,http://www.namewee.xyz/gudou.php?id=youxifengyunHD
广州共享课堂一年级,http://www.namewee.xyz/gudou.php?id=2061_1500
广州共享课堂二年级,http://www.namewee.xyz/gudou.php?id=2062_1500
广州共享课堂三年级,http://www.namewee.xyz/gudou.php?id=2063_1500
广州共享课堂四年级,http://www.namewee.xyz/gudou.php?id=2064_1500
广州共享课堂五年级,http://www.namewee.xyz/gudou.php?id=2065_1500
广州共享课堂六年级,http://www.namewee.xyz/gudou.php?id=2066_1500
广州共享课堂初一,http://www.namewee.xyz/gudou.php?id=2067_1500
广州共享课堂初二,http://www.namewee.xyz/gudou.php?id=2068_1500
广州共享课堂初三,http://www.namewee.xyz/gudou.php?id=2069_1500
广州共享课堂高一,http://www.namewee.xyz/gudou.php?id=2070_1500
广州共享课堂高二,http://www.namewee.xyz/gudou.php?id=2071_1500

广东谷豆4👉,#genre#
CCTV1综合HD,http://b.dszb.cc/gd.php?id=cctv1
CCTV1综合HD,http://b.dszb.cc/gd.php?id=cctv1hd
CCTV2财经HD,http://b.dszb.cc/gd.php?id=cctv2
CCTV2财经HD,http://b.dszb.cc/gd.php?id=cctv2hd
CCTV3综艺HD,http://b.dszb.cc/gd.php?id=cctv3
CCTV3综艺HD,http://b.dszb.cc/gd.php?id=cctv3hd
CCTV4中文国际,http://b.dszb.cc/gd.php?id=cctv4
CCTV4国际HD,http://b.dszb.cc/gd.php?id=cctv4hd
CCTV5体育HD,http://b.dszb.cc/gd.php?id=cctv5
CCTV5体育HD,http://b.dszb.cc/gd.php?id=cctv5hd
CCTV5+体育赛事HD,http://b.dszb.cc/gd.php?id=cctv5p
CCTV5+体育赛事HD,http://b.dszb.cc/gd.php?id=cctv5phd
CCTV6电影HD,http://b.dszb.cc/gd.php?id=cctv6
CCTV6电影HD,http://b.dszb.cc/gd.php?id=cctv6hd
CCTV7国防军事HD,http://b.dszb.cc/gd.php?id=cctv7
CCTV7国防军事HD,http://b.dszb.cc/gd.php?id=cctv7hd
CCTV8电视剧HD,http://b.dszb.cc/gd.php?id=cctv8
CCTV8电视剧HD,http://b.dszb.cc/gd.php?id=cctv8hd
CCTV9纪录HD,http://b.dszb.cc/gd.php?id=cctv9
CCTV9纪录HD,http://b.dszb.cc/gd.php?id=cctv9hd
CCTV10科教HD,http://b.dszb.cc/gd.php?id=cctv10
CCTV10科教HD,http://b.dszb.cc/gd.php?id=cctv10hd
CCTV11戏曲,http://b.dszb.cc/gd.php?id=cctv11
CCTV11戏曲HD,http://b.dszb.cc/gd.php?id=cctv11hd
CCTV12社会HD,http://b.dszb.cc/gd.php?id=cctv12
CCTV12社会HD,http://b.dszb.cc/gd.php?id=cctv12hd
CCTV13新闻,http://b.dszb.cc/gd.php?id=cctv13
CCTV13新闻HD,http://b.dszb.cc/gd.php?id=cctv13hd
CCTV14少儿HD,http://b.dszb.cc/gd.php?id=cctv14
CCTV14少儿HD,http://b.dszb.cc/gd.php?id=cctv14hd
CCTV15音乐,http://b.dszb.cc/gd.php?id=cctv15
CTV15音乐HD,http://b.dszb.cc/gd.php?id=cctv15hd
CCTV16奥林匹克,http://b.dszb.cc/gd.php?id=cctv16
CCTV16奥林匹克4K,http://b.dszb.cc/gd.php?id=cctv164k
CCTV17农村农业,http://b.dszb.cc/gd.php?id=cctv17
CCTV117农村农业HD,http://b.dszb.cc/gd.php?id=cctv17hd
CCTV4K超高清,http://b.dszb.cc/gd.php?id=cctv4k
怀旧剧场,http://b.dszb.cc/gd.php?id=hjjc
风云剧场,http://b.dszb.cc/gd.php?id=fyjc
风云音乐,http://b.dszb.cc/gd.php?id=fyyy
风云足球,http://b.dszb.cc/gd.php?id=fyzq
CGTN,http://b.dszb.cc/gd.php?id=cgtn
书画,http://b.dszb.cc/gd.php?id=sh
中国天气,http://b.dszb.cc/gd.php?id=zgtq
CETV1,http://b.dszb.cc/gd.php?id=cetv1
CETV1HD,http://b.dszb.cc/gd.php?id=cetv1hd
CETV4,http://b.dszb.cc/gd.php?id=cetv4
CHC高清电影,http://b.dszb.cc/gd.php?id=chcgq
CHC家庭影院,http://b.dszb.cc/gd.php?id=chcjt
CHC动作电影,http://b.dszb.cc/gd.php?id=chcdz
北京卫视,http://b.dszb.cc/gd.php?id=bjws
北京卫视HD,http://b.dszb.cc/gd.php?id=bjhd
东方卫视,http://b.dszb.cc/gd.php?id=dfws
东方卫视HD,http://b.dszb.cc/gd.php?id=dfhd
天津卫视,http://b.dszb.cc/gd.php?id=tjws
天津卫视HD,http://b.dszb.cc/gd.php?id=tjhd
重庆卫视,http://b.dszb.cc/gd.php?id=cqws
重庆卫视HD,http://b.dszb.cc/gd.php?id=cqhd
黑龙江卫视,http://b.dszb.cc/gd.php?id=hljws
黑龙江卫视HD,http://b.dszb.cc/gd.php?id=hljhd
吉林卫视,http://b.dszb.cc/gd.php?id=jlws
吉林卫视HD,http://b.dszb.cc/gd.php?id=jlhd
延边卫视,http://b.dszb.cc/gd.php?id=ybws
辽宁卫视,http://b.dszb.cc/gd.php?id=lnws
辽宁卫视HD,http://b.dszb.cc/gd.php?id=lnhd
内蒙古卫视,http://b.dszb.cc/gd.php?id=nmws
宁夏卫视,http://b.dszb.cc/gd.php?id=nxws
甘肃卫视,http://b.dszb.cc/gd.php?id=gsws
青海卫视,http://b.dszb.cc/gd.php?id=qhws
陕西卫视,http://b.dszb.cc/gd.php?id=sxws
河北卫视,http://b.dszb.cc/gd.php?id=hbws
河北卫视HD,http://b.dszb.cc/gd.php?id=hbhd
山西卫视,http://b.dszb.cc/gd.php?id=sxiws
山东卫视,http://b.dszb.cc/gd.php?id=sdws
山东卫视HD,http://b.dszb.cc/gd.php?id=sdhd
安徽卫视,http://b.dszb.cc/gd.php?id=ahws
安徽卫视HD,http://b.dszb.cc/gd.php?id=ahhd
河南卫视,http://b.dszb.cc/gd.php?id=hnws
湖北卫视,http://b.dszb.cc/gd.php?id=hubws
湖北卫视HD,http://b.dszb.cc/gd.php?id=hubhd
湖南卫视,http://b.dszb.cc/gd.php?id=hunws
湖南卫视HD,http://b.dszb.cc/gd.php?id=hunhd
江西卫视,http://b.dszb.cc/gd.php?id=jxws
江西卫视HD,http://b.dszb.cc/gd.php?id=jxhd
江苏卫视,http://b.dszb.cc/gd.php?id=jsws
江苏卫视HD,http://b.dszb.cc/gd.php?id=jshd
浙江卫视,http://b.dszb.cc/gd.php?id=zjws
浙江卫视HD,http://b.dszb.cc/gd.php?id=zjhd
东南卫视,http://b.dszb.cc/gd.php?id=dnws
东南卫视HD,http://b.dszb.cc/gd.php?id=dnhd
广东卫视,http://b.dszb.cc/gd.php?id=gdws
广东卫视HD,http://b.dszb.cc/gd.php?id=gdhd
深圳卫视,http://b.dszb.cc/gd.php?id=szws
深圳卫视HD,http://b.dszb.cc/gd.php?id=szhd
大湾区卫视,http://b.dszb.cc/gd.php?id=dwqws
广西卫视,http://b.dszb.cc/gd.php?id=gxws
广西卫视HD,http://b.dszb.cc/gd.php?id=gxhd
云南卫视,http://b.dszb.cc/gd.php?id=ynws
贵州卫视,http://b.dszb.cc/gd.php?id=gzws
贵州卫视HD,http://b.dszb.cc/gd.php?id=gzhd
四川卫视,http://b.dszb.cc/gd.php?id=scws
四川卫视HD,http://b.dszb.cc/gd.php?id=schd
新疆卫视,http://b.dszb.cc/gd.php?id=xjws
兵团卫视,http://b.dszb.cc/gd.php?id=btws
西藏卫视,http://b.dszb.cc/gd.php?id=xzws
海南卫视,http://b.dszb.cc/gd.php?id=hinws
海南卫视HD,http://b.dszb.cc/gd.php?id=hinhd
三沙卫视,http://b.dszb.cc/gd.php?id=ssws
卡酷少儿,http://b.dszb.cc/gd.php?id=kkse
环球奇观,http://b.dszb.cc/gd.php?id=hqqg
劲爆体育,http://b.dszb.cc/gd.php?id=jbty
劲爆体育HD,http://b.dszb.cc/gd.php?id=jbtyhd
乐游,http://b.dszb.cc/gd.php?id=ly
乐游HD,http://b.dszb.cc/gd.php?id=lyhd
东方财经,http://b.dszb.cc/gd.php?id=dfcj
法治天地,http://b.dszb.cc/gd.php?id=fztd
都市剧场,http://b.dszb.cc/gd.php?id=dsjc
动漫秀场,http://b.dszb.cc/gd.php?id=dmxc
魅力足球,http://b.dszb.cc/gd.php?id=mlzq
金色学堂,http://b.dszb.cc/gd.php?id=jsxt
哈哈炫动,http://b.dszb.cc/gd.php?id=hhxd
新视觉,http://b.dszb.cc/gd.php?id=xsj
新动漫,http://b.dszb.cc/gd.php?id=xdm
文物宝库,http://b.dszb.cc/gd.php?id=wwbk
武术世界,http://b.dszb.cc/gd.php?id=wssj
梨园频道,http://b.dszb.cc/gd.php?id=lypd
金鹰卡通,http://b.dszb.cc/gd.php?id=jykt
快乐垂钓,http://b.dszb.cc/gd.php?id=klcd
先锋乒羽,http://b.dszb.cc/gd.php?id=xfpy
优漫卡通,http://b.dszb.cc/gd.php?id=ymkt
广东综艺4K,http://b.dszb.cc/gd.php?id=gdzy4k
广东珠江,http://b.dszb.cc/gd.php?id=gdzj
广东民生,http://b.dszb.cc/gd.php?id=gdms
广东新闻,http://b.dszb.cc/gd.php?id=gdxw
广东体育,http://b.dszb.cc/gd.php?id=gdty
广东体育HD,http://b.dszb.cc/gd.php?id=gdtyhd
广东经济科教,http://b.dszb.cc/gd.php?id=gdjjkj
广东经济科教HD,http://b.dszb.cc/gd.php?id=gdjjkjhd
广东影视,http://b.dszb.cc/gd.php?id=gdys
广东少儿,http://b.dszb.cc/gd.php?id=gdse
岭南戏曲,http://b.dszb.cc/gd.php?id=lnxq
嘉佳卡通,http://b.dszb.cc/gd.php?id=jjkt
广东导视,http://b.dszb.cc/gd.php?id=gdds
广州综合,http://b.dszb.cc/gd.php?id=gzzh
广州新闻,http://b.dszb.cc/gd.php?id=gzxw
广州法治,http://b.dszb.cc/gd.php?id=gzfz
广州竞赛,http://b.dszb.cc/gd.php?id=gzjs
广州影视,http://b.dszb.cc/gd.php?id=gzys
增城电视台,http://b.dszb.cc/gd.php?id=zctv
潮州综合,http://b.dszb.cc/gd.php?id=czzh
潮州民生,http://b.dszb.cc/gd.php?id=czms
潮安综合,http://b.dszb.cc/gd.php?id=cazh
饶平综合HD,http://b.dszb.cc/gd.php?id=rpzh
佛山综合,http://b.dszb.cc/gd.php?id=fszh
佛山综合HD,http://b.dszb.cc/gd.php?id=fszhhd
佛山公共,http://b.dszb.cc/gd.php?id=fsgg
佛山公共HD,http://b.dszb.cc/gd.php?id=fsgghd
佛山影视,http://b.dszb.cc/gd.php?id=fsys
顺德台,http://b.dszb.cc/gd.php?id=fssd
南海台,http://b.dszb.cc/gd.php?id=fsnh
东莞新闻综合,http://b.dszb.cc/gd.php?id=dg1
东莞新闻综合HD,http://b.dszb.cc/gd.php?id=dg1hd
东莞生活资讯,http://b.dszb.cc/gd.php?id=dg2
东莞生活资讯,http://b.dszb.cc/gd.php?id=dg2hd
河源综合,http://b.dszb.cc/gd.php?id=hy1
河源综合HD,http://b.dszb.cc/gd.php?id=hy1hd
河源公共,http://b.dszb.cc/gd.php?id=hy2
惠州一套,http://b.dszb.cc/gd.php?id=hz1
惠州一套HD,http://b.dszb.cc/gd.php?id=hz1hd
惠州二套,http://b.dszb.cc/gd.php?id=hz2
惠州二套HDHD,http://b.dszb.cc/gd.php?id=hz2hd
博罗综合,http://b.dszb.cc/gd.php?id=blzh
博罗综合,http://b.dszb.cc/gd.php?id=blzhb
博罗综合HD,http://b.dszb.cc/gd.php?id=blzhhd
惠东综合HD,http://b.dszb.cc/gd.php?id=hdzh
惠阳综合,http://b.dszb.cc/gd.php?id=hyzh
江门综合,http://b.dszb.cc/gd.php?id=jmzh
江门综合HD,http://b.dszb.cc/gd.php?id=jmzhhd
江门侨乡生活,http://b.dszb.cc/gd.php?id=jmqxsh
鹤山综合,http://b.dszb.cc/gd.php?id=hszh
新会综合,http://b.dszb.cc/gd.php?id=xhzh
揭阳综合,http://b.dszb.cc/gd.php?id=jyzh
揭阳综合HD,http://b.dszb.cc/gd.php?id=jyzhhd
揭阳生活,http://b.dszb.cc/gd.php?id=jysh
揭阳生活HD,http://b.dszb.cc/gd.php?id=jyshhd
揭东综合,http://b.dszb.cc/gd.php?id=jdzh
茂名综合,http://b.dszb.cc/gd.php?id=mmzh
茂名文化生活,http://b.dszb.cc/gd.php?id=mmwhsh
茂名文化生活2,http://b.dszb.cc/gd.php?id=mmwhsh2
化州综合,http://b.dszb.cc/gd.php?id=hzzh
信宜综合,http://b.dszb.cc/gd.php?id=xyzh
梅州1,http://b.dszb.cc/gd.php?id=mz1
梅州2,http://b.dszb.cc/gd.php?id=mz2
梅州导视,http://b.dszb.cc/gd.php?id=mzds
梅县综合,http://b.dszb.cc/gd.php?id=mxzh
平远-1,http://b.dszb.cc/gd.php?id=py1
五华综合,http://b.dszb.cc/gd.php?id=whzh
兴宁综合,http://b.dszb.cc/gd.php?id=xnzh
清远新闻综合,http://b.dszb.cc/gd.php?id=qyxwzh
清远新闻综合HD,http://b.dszb.cc/gd.php?id=qyxwzhhd
清远文旅生活,http://b.dszb.cc/gd.php?id=qywlsh
清远文旅生活HD,http://b.dszb.cc/gd.php?id=qywlshhd
佛冈综合,http://b.dszb.cc/gd.php?id=fgzh
英德综合,http://b.dszb.cc/gd.php?id=ydzh
汕头新闻综合,http://b.dszb.cc/gd.php?id=stxwzh
汕头新闻综合2,http://b.dszb.cc/gd.php?id=stxwzh2
汕头经济生活,http://b.dszb.cc/gd.php?id=stjjsh
汕头经济生活2,http://b.dszb.cc/gd.php?id=stjjsh2
汕头文旅体育,http://b.dszb.cc/gd.php?id=stwlty
汕头文旅体育2,http://b.dszb.cc/gd.php?id=stwlty2
汕尾新闻综合,http://b.dszb.cc/gd.php?id=swxwzh
汕尾文化生活,http://b.dszb.cc/gd.php?id=swwhsh
海丰综合,http://b.dszb.cc/gd.php?id=hfzh
韶关综合,http://b.dszb.cc/gd.php?id=sgzh
韶关绿色生活,http://b.dszb.cc/gd.php?id=sglssh
始兴综合,http://b.dszb.cc/gd.php?id=sgsx
云浮综合,http://b.dszb.cc/gd.php?id=yfzh
云浮文旅,http://b.dszb.cc/gd.php?id=yfwl
珠海一套,http://b.dszb.cc/gd.php?id=zh1
珠海一套HD,http://b.dszb.cc/gd.php?id=zh1hd
珠海二套,http://b.dszb.cc/gd.php?id=zh2
珠海二套HD,http://b.dszb.cc/gd.php?id=zh2hd
斗门融媒,http://b.dszb.cc/gd.php?id=dmrm
湛江综合,http://b.dszb.cc/gd.php?id=zjzh
湛江公共,http://b.dszb.cc/gd.php?id=zjgg
廉江综合,http://b.dszb.cc/gd.php?id=ljzh
肇庆综合,http://b.dszb.cc/gd.php?id=zqzh
肇庆生活服务,http://b.dszb.cc/gd.php?id=zqshfw
怀集综合,http://b.dszb.cc/gd.php?id=hjzh
中山综合,http://b.dszb.cc/gd.php?id=zszh
中山综合HD,http://b.dszb.cc/gd.php?id=zszhhd
中山香山文化,http://b.dszb.cc/gd.php?id=zsxswh
中山香山文化HD,http://b.dszb.cc/gd.php?id=zsxswhhd
中山教育,http://b.dszb.cc/gd.php?id=zsjy
明珠台HD,http://b.dszb.cc/gd.php?id=mzthd
澳视澳门,http://b.dszb.cc/gd.php?id=asam
星空卫视,http://b.dszb.cc/gd.php?id=xkws
澳亚卫视,http://b.dszb.cc/gd.php?id=ayws
求索生活,http://b.dszb.cc/gd.php?id=qssh
求索纪录,http://b.dszb.cc/gd.php?id=qsjl
求索科学,http://b.dszb.cc/gd.php?id=qskx
求索动物,http://b.dszb.cc/gd.php?id=qsdw

深圳组播👉,#genre#

梅州综合高清,http://synology.942dn.cn:4022/udp/239.253.43.123:5146
梅州生活高清,http://synology.942dn.cn:4022/udp/239.253.43.124:5146
潮州综合高清,http://synology.942dn.cn:4022/udp/239.253.43.70:5146
潮州民生高清,http://synology.942dn.cn:4022/udp/239.253.43.75:5146
汕头新闻综合标清,http://synology.942dn.cn:4022/udp/239.253.43.30:5146
汕头经济生活标清,http://synology.942dn.cn:4022/udp/239.253.43.43:5146
汕头文旅体育标清,http://synology.942dn.cn:4022/udp/239.253.43.44:5146
汕头新闻综合高清1,http://synology.942dn.cn:4022/udp/239.77.1.130:5146
汕头新闻综合高清2,http://synology.942dn.cn:4022/udp/239.253.43.45:5146
汕头经济生活高清1,http://synology.942dn.cn:4022/udp/239.77.1.131:5146
汕头经济生活高清2,http://synology.942dn.cn:4022/udp/239.253.43.46:5146
汕头文旅体育高清1,http://synology.942dn.cn:4022/udp/239.77.1.132:5146
汕头文旅体育高清2,http://synology.942dn.cn:4022/udp/239.253.43.47:5146
揭阳综合高清,http://synology.942dn.cn:4022/udp/239.77.0.229:5146
揭阳生活高清,http://synology.942dn.cn:4022/udp/239.77.0.251:5146
揭阳综合标清,http://synology.942dn.cn:4022/udp/239.77.0.157:5146
揭阳生活标清,http://synology.942dn.cn:4022/udp/239.77.0.158:5146
河源综合高清,http://synology.942dn.cn:4022/udp/239.253.43.213:5146
河源公共高清,http://synology.942dn.cn:4022/udp/239.253.43.214:5146


广东珠江高清,http://synology.942dn.cn:4022/udp/239.77.0.1:5146
广东珠江超清,http://synology.942dn.cn:4022/udp/239.77.0.114:5146
广东新闻高清,http://synology.942dn.cn:4022/udp/239.77.0.173:5146
广东民生高清,http://synology.942dn.cn:4022/udp/239.77.0.225:5146
广东体育高清,http://synology.942dn.cn:4022/udp/239.77.0.112:5146
广东体育超清,http://synology.942dn.cn:4022/udp/239.77.0.168:5146
广东经济科教高清,http://synology.942dn.cn:4022/udp/239.77.0.85:5146
广东经济科教超清,http://synology.942dn.cn:4022/udp/239.77.0.167:5146
大湾区卫视高清,http://synology.942dn.cn:4022/udp/239.77.0.215:5146
广东影视高清,http://synology.942dn.cn:4022/udp/239.77.0.217:5146
广东少儿高清,http://synology.942dn.cn:4022/udp/239.77.0.250:5146
嘉佳卡通高清,http://synology.942dn.cn:4022/udp/239.77.0.179:5146
岭南戏曲,http://synology.942dn.cn:4022/udp/239.77.0.16:5146
广东房产,http://synology.942dn.cn:4022/udp/239.77.0.14:5146
现代教育,http://synology.942dn.cn:4022/udp/239.77.0.18:5146
广东移动,http://synology.942dn.cn:4022/udp/239.77.0.20:5146
广东综艺4K50P,http://synology.942dn.cn:4022/udp/239.77.1.236:5146
广东综艺4K,http://synology.942dn.cn:4022/udp/239.77.1.237:5146
广东综艺4K宽色域,http://synology.942dn.cn:4022/udp/239.77.0.246:5146
广东综艺4K宽色域AVS2,http://synology.942dn.cn:4022/udp/239.77.0.252:5146
广州综合高清,http://synology.942dn.cn:4022/udp/239.253.43.71:5146
广州新闻高清,http://synology.942dn.cn:4022/udp/239.253.43.72:5146
